function	AS102	AS103	AS105	AS106	AS107	AS111	AS112	AS113	AS114	AS115	AS117	AS120	AS122	AS123	AS124	AS125	AS127	AS128	AS129	AS130	AS131	AS132	AS133	AS134	AS136	AS137	AS139	AS140	AS141	AS142	AS149	AS150	AS152	AS153	AS154	AS155	AS156	AS157	AS160	AS162	AS163	AS164	AS167	AS169	AS172	AS173	AS174	AS175	AS177	AS178	AS179	AS180	AS181	AS182	AS183	AS185	AS186	AS187	AS188	AS189	AS190	AS191	AS193	AS195	AS196	AS204	AS205	AS206	AS207	AS208	AS212	AS214	AS216	AS221	AS223	AS226	AS227	AS228	AS229	AS230	AS232	AS233	AS235	AS236	AS237	AS239	AS240	AS242	AS244	AS245	AS246	AS247	AS248	AS249	AS66	AS67	AS68	AS69	AS71	AS72	AS73	AS74	AS75	AS76	AS77	AS78	AS79	AS80	AS81	AS82	AS83	AS84	AS85	AS86	AS87	AS88	AS90	AS91	AS92	AS93
RXN-13067	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	18.0	0.0	0.0	0.0	162.0	0.0	282.0	60.0	443.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	98.0	445.0	497.0	57.0	0.0	244.0	69.0	300.0	252.0	50.0	60.0	141.0	74.0	0.0	0.0	26.0	39.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	27.0	0.0	414.0	0.0	214.0	132.0	342.0	186.0	54.0	150.0	238.0	260.0	0.0	0.0	0.0	0.0	42.0	72.0	27.0	36.0	0.0	0.0	64.0	0.0	92.0	78.0	100.0	0.0	0.0	0.0	70.0	63.0	138.0	214.0	81.0	16.0	0.0	0.0	175.0	88.0	171.0	0.0	181.0	251.0	0.0	60.0	431.0	90.0	0.0	205.0	191.0	16.0	87.0	771.0	363.0	376.0	25.0	0.0	0.0	55.0	81.0	81.0	0.0	171.0	232.0	0.0	112.0
RXN-13069	39.33	0.0	0.0	130.0	11.0	0.0	0.0	0.0	82.0	5.0	535.0	118.0	24.0	176.0	52.67	192.0	262.33	261.0	188.0	360.0	96.0	124.0	272.0	80.0	78.0	128.0	76.0	151.0	50.0	56.0	588.0	545.0	600.3299999999998	579.3299999999998	1052.67	706.0	377.0	349.0	77.33	268.0	13.0	37.0	49.0	8.0	64.0	125.67	146.0	45.0	19.0	67.0	10.0	50.0	57.0	75.0	95.0	307.0	54.0	447.0	270.0	101.0	162.0	192.0	88.0	149.0	303.0	15.0	0.0	8.0	48.0	44.0	213.0	730.0	102.0	216.0	200.0	422.0	155.0	347.0	210.0	405.0	238.0	225.0	113.0	251.0	78.0	148.67000000000004	222.0	39.0	118.0	30.0	38.0	172.0	126.0	25.0	159.0	91.0	0.0	1722.0	765.0	299.0	1490.0	146.0	259.0	151.0	110.0	778.0	6.0	208.0	74.0	260.0	226.0	173.0	43.0	378.0	390.0	259.0	237.0	234.0	51.0	152.0
RXN-13129	21.75	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.25	8.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.75	106.0	0.0	0.0	0.0	3.0	0.0	27.75	30.25	25.0	13.75	21.5	28.5	21.0	3.5	6.75	23.5	5.25	0.0	0.0	6.0	7.75	0.0	3.25	0.0	0.0	0.0	0.0	2.5	4.25	4.0	0.0	0.0	1.25	0.0	2.5	3.75	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	3.0	0.0	0.0	7.75	0.0	0.0	0.0	0.0	11.0	20.25	12.0	0.0	9.0	22.0	26.75	35.0	13.25	99.25	0.0	25.0	13.5	7.25	20.25	3.0	9.25	0.0	75.0
RXN-13141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.78	0.0	0.0	0.0	0.0	0.0	30.0	13.44	0.0	24.0	5.56	81.94	37.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.61	0.0	0.0	0.0	0.0	0.0	0.0	89.0	33.44	39.0	54.5	74.94	0.0	39.0	22.0	45.5	0.0	9.0	3.0	6.0	0.0	10.5	0.0	7.5	5.5	0.0	0.0	0.0	0.0	19.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-13142	320.56	496.53	522.0	106.58	445.17	106.33	1419.67	1254.67	288.83	100.5	968.6	1112.78	438.5	1519.33	187.5	290.8	2849.58	885.67	297.44	1003.67	2133.67	5690.0	9577.33	2178.28	778.9200000000002	1483.5	752.33	1926.67	993.87	860.1	536.6700000000002	1132.75	867.66	717.75	886.87	895.3399999999998	353.11	276.53	968.83	1189.2	859.27	958.15	579.62	274.5	865.5999999999998	198.33	208.0	699.29	1740.28	1066.25	2198.17	2310.01	1018.89	4372.9	1450.0600000000004	877.8299999999998	674.36	591.0	779.9300000000002	599.84	458.21	750.66	255.0	98.0	760.54	353.5	685.5	502.67	803.78	651.1199999999999	354.0	447.94	320.0	165.28	605.0	527.6	2141.28	767.58	443.22	600.39	178.72	328.44	242.28	237.33	476.33	239.27	231.0	541.4499999999998	769.1700000000002	425.7	607.54	800.8	515.39	435.69	897.5	1583.6999999999996	797.1	538.0	605.0	1582.0	2114.34	800.08	3181.58	1885.67	805.0799999999998	4807.5	1546.48	2351.33	1359.25	739.5	622.8299999999998	897.0	1267.83	2362.84	3380.75	1977.84	2611.53	2505.23	404.67	1690.25
RXN-13158	562.92	653.3	979.4	386.13	633.1700000000002	126.66	1221.27	1115.07	872.44	739.87	1998.08	1267.87	473.5	649.46	232.97	618.0	1597.2	1311.67	455.17	1523.17	1385.34	3039.55	5317.33	1065.4900000000002	971.83	1721.5	921.33	2132.37	1811.72	1574.65	1441.17	1253.0	1370.16	1307.83	2173.29	1785.67	753.53	932.28	957.58	1781.75	1718.2499999999998	985.15	1118.78	483.5	2608.99	509.17	1331.17	465.16	1315.92	1059.25	1207.83	1487.62	1151.56	2721.67	1369.17	1684.08	1193.61	1616.5	1427.68	1168.67	1199.21	1903.63	737.8299999999998	695.75	1811.04	404.3	780.6	766.6	1181.01	595.49	1163.78	2018.99	673.0699999999998	735.45	1004.66	2325.2	2026.22	2121.62	1599.3	2249.02	1281.1	1082.47	794.48	1115.0	790.55	600.5	727.5	783.67	1261.12	662.0699999999998	962.79	916.12	800.0	744.1	1113.75	2483.13	1608.75	3357.25	1622.58	2144.0	3202.0	873.33	2819.83	2597.17	1122.66	5846.5	3700.98	3577.58	2543.25	1293.97	998.75	1213.3300000000004	1483.3299999999995	3022.34	3643.25	2721.09	2851.28	3239.48	516.6700000000002	2229.0
RXN-13162	11.67	31.5	386.0	9.33	123.17	2.33	0.0	8.67	30.5	0.0	105.33	0.0	7.5	0.0	9.0	0.0	68.0	41.67	16.67	10.67	7.0	36.84	86.33	53.0	6.0	31.0	0.0	8.0	201.0	112.0	12.67	50.5	0.0	0.0	23.0	0.0	35.34	0.0	69.67	57.5	30.83	81.5	86.78	46.0	82.33	24.33	0.0	31.67	246.5	74.44	161.5	51.0	59.06	177.44	39.17	0.0	0.0	0.0	11.5	0.0	42.0	27.0	0.0	8.5	0.0	0.0	0.0	120.0	174.61	13.0	0.0	18.0	0.0	20.0	0.0	191.5	157.44	297.0	233.0	136.94	0.0	144.5	88.0	81.0	8.0	9.0	3.0	26.67	13.0	21.5	6.0	7.5	5.5	21.0	170.0	601.0	96.0	40.0	56.5	347.0	307.0	193.33	406.66	461.17	154.83	77.5	93.5	542.5	382.5	29.39	215.83	50.83	50.33	592.1700000000002	734.5	355.34	474.66	565.3299999999998	62.17	502.0
RXN-13163	1181.84	1358.4	1986.8	726.26	1284.34	1813.32	10028.54	8196.14	1700.88	1729.74	3002.16	3804.74	2453.0	8434.92	2455.94	2018.8	9140.4	11386.34	2206.34	10794.34	4266.68	10417.1	12350.66	7304.98	5819.66	6437.0	3026.66	10595.24	4135.04	3464.5	2853.34	5292.0	3351.82	3257.66	4355.58	4183.34	1404.74	1678.96	5015.16	6663.5	3094.83	2125.7	2703.12	1535.0	3569.98	2192.34	3834.34	2260.32	5087.84	2835.98	2547.66	3301.24	2632.24	8878.619999999999	4566.34	4278.16	3338.2200000000007	3774.5	3853.36	2745.34	2904.42	6149.46	3312.66	1660.5	6067.48	1972.6	1812.2	2205.2	3344.24	3992.98	2422.81	4256.48	1904.14	1458.65	1785.32	4598.0	4295.57	4846.54	3353.6	4606.17	2584.2	2364.69	1751.21	2439.0	1797.3	1343.0	1583.5	2455.34	2922.24	1479.7400000000002	2165.98	2038.39	1801.0	1708.6	2285.5	5528.26	3043.1	5718.75	3189.91	4866.0	7380.0	2038.66	6068.66	5893.34	2291.32	11811.0	6002.56	6824.16	4704.5	2757.7200000000007	2111.5	2442.6600000000008	3093.99	6462.68	7801.5	5714.18	6102.56	6711.36	1001.34	4842.0
RXN-13178	0.0	25.0	0.0	45.0	17.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	18.0	11.0	59.0	0.0	0.0	110.0	104.0	33.0	0.0	0.0	0.0	13.0	74.0	1.0	65.0	0.0	0.0	287.0	88.0	63.0	88.0	401.0	308.0	140.0	141.0	0.0	139.0	0.0	0.0	0.0	0.0	0.0	74.0	51.0	0.0	76.0	17.0	0.0	0.0	52.0	109.0	63.0	35.0	0.0	86.0	40.0	64.0	68.0	0.0	0.0	0.0	88.0	14.0	16.0	0.0	21.0	18.0	352.0	738.0	78.0	102.0	0.0	859.0	281.0	325.0	442.0	1027.0	794.0	282.0	264.0	439.0	14.0	113.0	121.0	12.0	92.0	0.0	27.0	63.0	54.0	0.0	0.0	0.0	0.0	754.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	22.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-13179	249.59	414.1	1254.8	90.13	585.1700000000002	116.0	1143.47	888.47	392.44	657.0699999999998	671.6800000000002	515.0699999999998	170.3	274.26	113.3	207.4	1164.67	990.67	351.17	1150.17	1185.34	2702.31	4756.33	763.4900000000001	1047.83	1633.5	760.99	2173.31	1658.95	1604.01	612.17	396.0	755.83	682.5	565.36	737.6700000000002	290.46	371.44	573.2499999999999	1066.25	1110.45	735.05	563.78	321.5	1587.9899999999998	271.99	565.6700000000002	273.6	1010.92	740.61	1064.83	1327.36	1010.56	2333.07	1020.67	902.25	684.97	847.5	761.11	828.6700000000002	772.9200000000002	961.23	474.83	120.25	936.08	131.6	289.6	217.8	407.71	283.89	677.78	923.29	182.27	385.75	288.66	808.4	1435.42	1232.22	704.1	774.02	218.7	441.47	316.08	467.5	321.65	263.5	352.0	346.67	440.32	300.47	373.68	396.22	433.0	344.3	856.75	1954.13	1658.85	1153.75	547.5799999999998	1591.0	1690.0	516.33	3109.17	2400.17	850.66	1035.5	2787.84	2813.25	2049.75	852.9699999999998	629.75	881.66	1071.33	2309.6800000000007	2899.25	2098.09	2185.5199999999995	2791.88	407.67	1829.0
RXN-13181	12.0	47.0	120.0	13.0	29.0	96.0	3044.0	2448.0	12.0	21.0	175.0	232.0	160.0	36.0	18.0	26.0	62.0	826.0	41.5	276.0	971.0	2215.5	4436.0	394.0	892.0	2293.0	1358.0	2598.5	1030.5	699.0	276.5	331.0	171.82999999999996	244.0	281.0	385.67	61.75	113.0	126.33	222.0	291.0	130.0	7.0	101.5	202.5	0.0	95.0	44.0	244.0	402.0	901.0	922.0	243.0	1895.0	258.0	883.0	130.0	249.5	765.0	389.67	472.0	271.33	176.0	15.0	224.0	0.0	14.0	15.0	31.0	47.67	3.25	47.5	49.0	32.75	18.0	95.0	917.25	191.5	26.0	46.25	0.0	50.75	16.25	0.0	162.0	8.0	26.0	112.0	0.0	12.0	65.0	23.75	0.0	207.0	594.0	1970.67	816.5	297.25	259.25	1092.0	1191.67	52.0	574.5	627.0	521.5	551.5	1186.0	865.5	653.5	364.0	69.0	161.0	485.0	598.5	965.0	1177.5	897.5	698.5	73.0	326.0
RXN-13182	12.0	47.0	120.0	13.0	29.0	96.0	3044.0	2448.0	12.0	21.0	175.0	232.0	160.0	36.0	18.0	26.0	62.0	826.0	41.5	276.0	971.0	2215.5	4436.0	394.0	892.0	2293.0	1358.0	2598.5	1030.5	699.0	276.5	331.0	171.82999999999996	244.0	281.0	385.67	61.75	113.0	126.33	222.0	291.0	130.0	7.0	101.5	202.5	0.0	95.0	44.0	244.0	402.0	901.0	922.0	243.0	1895.0	258.0	883.0	130.0	249.5	765.0	389.67	472.0	271.33	176.0	15.0	224.0	0.0	14.0	15.0	31.0	47.67	3.25	47.5	49.0	32.75	18.0	95.0	917.25	191.5	26.0	46.25	0.0	50.75	16.25	0.0	162.0	8.0	26.0	112.0	0.0	12.0	65.0	23.75	0.0	207.0	594.0	1970.67	816.5	297.25	259.25	1092.0	1191.67	52.0	574.5	627.0	521.5	551.5	1186.0	865.5	653.5	364.0	69.0	161.0	485.0	598.5	965.0	1177.5	897.5	698.5	73.0	326.0
RXN-13184	39.33	0.0	0.0	130.0	0.0	0.0	0.0	0.0	25.0	5.0	512.0	0.0	0.0	155.0	5.67	104.0	210.33	0.0	64.0	58.0	62.0	12.0	42.0	48.0	13.0	30.0	61.0	88.0	50.0	37.0	108.0	69.0	167.32999999999996	168.32999999999996	317.67	169.0	84.0	84.0	70.33	25.0	13.0	37.0	49.0	8.0	36.0	51.67	84.0	45.0	0.0	50.0	10.0	29.0	57.0	47.0	64.0	208.0	54.0	296.0	132.0	85.0	162.0	21.0	14.0	149.0	191.0	11.0	0.0	0.0	0.0	31.0	49.0	276.0	81.0	65.0	200.0	197.0	51.0	122.0	81.0	239.0	67.0	48.0	57.0	70.0	51.0	28.67	85.0	23.0	45.0	30.0	16.0	86.0	0.0	13.0	159.0	91.0	0.0	661.0	622.0	298.0	1503.0	158.0	229.0	151.0	145.0	98.0	0.0	174.0	51.0	232.0	257.0	93.0	43.0	335.0	390.0	324.0	255.0	238.0	60.0	209.0
RXN-13191	43.34	134.5	935.0	24.66	367.84	4.66	0.0	43.34	70.0	25.0	20.66	0.0	15.0	0.0	6.0	0.0	159.0	263.34000000000003	53.34	212.34	14.0	73.68	126.33	49.67	63.0	8.0	0.0	40.0	160.0	286.0	32.67	65.0	0.0	23.0	0.0	71.0	57.01000000000001	0.0	214.0	154.0	86.33	161.0	12.0	17.0	60.33	24.33	0.0	63.34	808.0	0.0	295.0	15.0	43.0	162.0	36.34	96.0	0.0	186.0	62.0	179.0	31.0	130.0	77.0	17.0	105.0	21.0	0.0	0.0	0.0	14.0	0.0	5.0	12.0	42.0	18.0	14.0	10.0	8.0	60.0	20.0	0.0	11.0	7.0	5.0	21.0	0.0	0.0	27.0	10.0	10.0	0.0	29.0	0.0	57.0	0.0	0.0	126.5	118.0	33.0	152.0	30.0	548.66	1458.32	1391.84	355.83	340.5	913.67	1776.0	1167.0	133.0	253.66	192.66	187.33	1751.84	2084.0	929.68	1419.82	1915.16	157.17000000000004	1320.0
RXN-13198	1621.5100000000002	1204.59	2164.6	1128.56	1382.84	1841.65	9647.01	7634.94	2110.82	2739.4	5434.52	3360.71	2236.8	9266.839999999998	2444.91	2335.600000000001	10962.33	11953.34	2412.65	11448.84	3833.02	8544.54	8683.33	7807.83	6706.76	6866.5	3817.99	11281.51	3812.99	3464.28	3952.67	5509.0	4008.48	3617.99	6194.49	5337.01	1930.4	2146.2200000000007	5161.4	7056.35	3090.46	2117.37	2689.75	1778.5	4257.78	2497.34	4870.85	2481.63	5745.66	2699.63	1815.99	2448.76	3072.84	7807.629999999999	5493.120000000001	3888.91	3855.33	3694.5	2746.04	2267.01	2860.13	6615.3899999999985	3162.49	1675.75	5997.62	1743.95	1348.8	1965.34	3150.07	4008.43	3520.04	6697.09	2253.41	1771.11	2459.64	7693.7	4598.7	6919.16	5413.64	8057.120000000001	4782.34	3529.63	2734.76	3880.66	1682.81	1844.05	2179.0	2221.23	3040.4	1317.71	1814.77	2944.36	1711.78	1534.1799999999996	2802.75	6059.48	3003.25	9378.75	4585.08	5075.0	10063.34	2251.49	6078.66	5043.51	2459.32	11710.0	4889.49	6129.74	3994.0	2961.3	2881.42	2634.16	2644.82	6747.52	7680.75	5446.6	6476.129999999999	6654.44	958.17	4176.67
RXN-13202	1681.9	1884.52	2193.8	915.76	1571.34	1955.32	10843.54	9224.14	2052.2000000000007	1703.74	3234.24	5019.86	3077.0	8549.92	2669.94	2384.0	9300.04	11642.34	1999.42	10633.34	4300.68	10470.9	12436.66	7483.78	7041.02	8242.0	4513.66	12618.74	3915.84	3482.5	2826.34	5297.5	3361.32	3035.16	4514.08	4330.34	1445.72	1587.06	4968.16	6724.3	3298.32	2088.3	2982.6	1749.0	3812.06	2298.34	3932.34	2474.32	5235.96	2982.14	2600.34	3433.8	2909.8	9258.22	4822.9	4118.16	3645.22	3341.0	3611.36	2443.34	2686.42	6216.46	3233.66	1457.5	5956.08	2450.1	2863.2	3122.88	4339.3600000000015	4146.1	2850.16	4223.54	2538.14	1697.22	2875.32	5019.4	4748.44	5279.16	3692.48	4837.48	2687.08	2733.7	2128.08	2529.32	1741.62	1215.76	1463.0	2479.46	2943.92	1759.54	2122.48	2168.84	1874.56	1679.86	2246.5	5535.700000000002	2911.0	5753.5	3254.16	5033.0	8164.0	2037.16	8269.16	5935.34	2490.82	11868.0	6254.46	7041.16	4659.5	2725.7200000000007	2285.5	2398.6600000000008	3051.32	6748.68	8068.0	5999.18	6337.06	6504.96	1050.34	4771.5
RXN-13230	70.0	82.0	191.0	39.0	125.0	0.0	0.0	26.0	118.0	61.0	543.0	78.0	0.0	150.0	0.0	6.0	155.0	352.0	38.0	294.0	32.0	66.0	189.0	85.0	55.0	55.0	69.0	114.0	152.0	262.0	318.0	47.0	107.0	130.0	426.0	386.0	107.0	177.0	71.0	111.0	46.0	60.0	23.0	90.0	57.0	45.0	146.0	43.0	46.0	145.0	10.0	0.0	200.0	32.0	55.0	222.0	40.0	293.0	144.0	168.0	157.0	26.0	37.0	35.0	130.0	21.0	7.0	0.0	46.0	32.0	7.0	206.0	88.0	113.0	218.0	64.0	36.0	68.0	44.0	18.0	9.0	16.0	25.0	15.0	0.0	20.0	30.0	7.0	5.0	0.0	21.0	35.0	0.0	0.0	0.0	0.0	34.0	445.0	40.0	45.0	0.0	16.0	44.0	39.0	15.0	63.0	10.0	31.0	12.0	16.0	94.0	2.0	48.0	65.0	77.0	26.0	26.0	61.0	24.0	83.0
RXN-13262	11.67	62.0	394.0	15.33	141.67000000000004	2.33	0.0	8.67	9.0	0.0	6.33	0.0	0.0	0.0	3.0	0.0	53.0	41.67	16.67	10.67	0.0	25.67	86.33	33.0	0.0	4.0	0.0	8.0	28.0	10.0	9.67	0.0	0.0	0.0	0.0	0.0	35.34	0.0	67.0	57.5	30.83	70.5	6.0	2.0	38.33	24.33	0.0	31.67	388.0	0.0	147.5	10.0	21.5	69.0	0.0	0.0	0.0	0.0	11.5	0.0	0.0	27.0	0.0	8.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.5	20.5	6.5	0.0	0.0	253.0	597.0	579.0	174.83	83.0	106.83	621.0	413.5	66.5	86.0	90.0	79.33	789.5	869.5	205.0	566.5	837.5	55.17	249.0
RXN-13266	33.75	2.5	110.0	0.0	6.0	1.67	0.0	0.0	70.0	193.0	3.75	29.0	3.0	0.0	12.0	0.0	50.0	0.0	0.0	46.5	12.0	54.38	50.0	5.33	63.0	136.0	14.33	142.67000000000004	556.05	271.08000000000004	31.0	8.0	19.33	0.0	4.12	30.67	0.0	48.88	111.75	208.75	412.75	179.25	218.0	63.0	876.0	76.83	282.0	113.62	47.75	232.88	0.0	32.120000000000005	67.0	148.0	49.0	51.75	54.11	213.0	17.18	140.17000000000002	146.20999999999995	90.73	12.5	7.75	121.64	12.25	0.0	0.0	75.0	21.42	0.0	29.25	0.0	0.0	9.0	78.0	2.5	120.25	57.0	0.0	10.0	1.25	0.0	44.5	80.15	0.0	0.0	62.67	21.75	5.3	43.09	735.2	0.0	83.8	372.0	1359.0	128.75	13.0	103.33	795.0	699.0	28.0	213.92	198.0	142.0	263.0	124.88	244.75	120.25	168.25	118.25	11.0	61.0	380.67	494.75	301.75	578.12	488.25	0.0	169.0
RXN-13267	33.75	2.5	110.0	0.0	6.0	1.67	0.0	0.0	70.0	193.0	3.75	29.0	3.0	0.0	12.0	0.0	50.0	0.0	0.0	46.5	12.0	54.38	50.0	5.33	63.0	136.0	14.33	142.67000000000004	556.05	271.08000000000004	31.0	8.0	19.33	0.0	4.12	30.67	0.0	48.88	111.75	208.75	412.75	179.25	218.0	63.0	876.0	76.83	282.0	113.62	47.75	232.88	0.0	32.120000000000005	67.0	148.0	49.0	51.75	54.11	213.0	17.18	140.17000000000002	146.20999999999995	90.73	12.5	7.75	121.64	12.25	0.0	0.0	75.0	21.42	0.0	29.25	0.0	0.0	9.0	78.0	2.5	120.25	57.0	0.0	10.0	1.25	0.0	44.5	80.15	0.0	0.0	62.67	21.75	5.3	43.09	735.2	0.0	83.8	372.0	1359.0	128.75	13.0	103.33	795.0	699.0	28.0	213.92	198.0	142.0	263.0	124.88	244.75	120.25	168.25	118.25	11.0	61.0	380.67	494.75	301.75	578.12	488.25	0.0	169.0
RXN-13268	33.75	2.5	110.0	0.0	6.0	1.67	0.0	0.0	70.0	193.0	3.75	29.0	3.0	0.0	12.0	0.0	50.0	0.0	0.0	46.5	12.0	54.38	50.0	5.33	63.0	136.0	14.33	142.67000000000004	556.05	271.08000000000004	31.0	8.0	19.33	0.0	4.12	30.67	0.0	48.88	111.75	208.75	412.75	179.25	218.0	63.0	876.0	76.83	282.0	113.62	47.75	232.88	0.0	32.120000000000005	67.0	148.0	49.0	51.75	54.11	213.0	17.18	140.17000000000002	146.20999999999995	90.73	12.5	7.75	121.64	12.25	0.0	0.0	75.0	21.42	0.0	29.25	0.0	0.0	9.0	78.0	2.5	120.25	57.0	0.0	10.0	1.25	0.0	44.5	80.15	0.0	0.0	62.67	21.75	5.3	43.09	735.2	0.0	83.8	372.0	1359.0	128.75	13.0	103.33	795.0	699.0	28.0	213.92	198.0	142.0	263.0	124.88	244.75	120.25	168.25	118.25	11.0	61.0	380.67	494.75	301.75	578.12	488.25	0.0	169.0
RXN-13275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	5.0	1024.0	0.0	21.0	0.0	18.0	30.0	20.0	11.0	0.0	6.0	5.0	18.0	10.0	63.0	0.0	0.0	0.0	14.0
RXN-13279	104.75	146.5	381.4	60.0	267.0	42.33	378.87	246.4	206.0	306.7	898.55	156.2	48.8	375.13	71.5	178.6	713.67	621.0	204.0	893.5	259.34	223.83	144.0	399.16	299.8300000000001	218.5	83.0	477.9	1137.25	1050.25	465.0	145.5	580.5	492.5	551.5	484.0	107.25	320.0	283.25	573.5	544.75	178.0	400.0	174.0	959.83	159.67000000000004	490.5	169.86999999999995	397.25	373.33	10.0	122.0	484.0	312.8300000000001	163.0	665.75	550.25	657.5	246.75	518.0	504.0	574.0	381.83	96.75	603.0	78.05	106.0	249.2	409.2	340.15	611.45	455.15	134.2	306.95	278.0	508.1	344.45	818.15	436.8	543.25	60.1	211.5	169.35	291.0	246.25	148.5	305.5	290.0	406.45	227.0	167.4	383.75	180.0	229.0	573.5	859.66	792.75	1230.75	585.58	1095.0	392.33	217.16	986.91	856.34	126.5	396.5	1666.0	1437.75	1306.5	279.08	252.25	118.83	224.33	1048.34	1157.25	640.09	766.16	1266.41	62.0	703.84
RXN-13290	1218.27	1004.46	1825.6	1173.13	1210.67	1831.99	11404.54	9062.27	1325.6	1095.47	5722.469999999998	3157.03	2289.4	9368.19	2509.65	2492.0	10112.21	13223.67	2622.71	12222.67	3879.68	8895.279999999999	9151.66	7419.049999999998	6942.34	9029.5	4764.33	13659.87	3115.31	3298.34	5137.34	7310.5	5791.65	5426.15	8394.970000000001	6710.0	2675.03	2748.88	4998.15	7345.65	2782.580000000001	1954.75	3022.8	1472.5	2740.19	2378.19	4472.17	2304.0999999999995	5015.73	2936.3	1602.17	2681.9	2583.4	7711.04	4448.950000000002	5537.99	3325.36	5186.0	4637.93	3158.5	3182.71	6587.9	3486.66	2173.0	7217.1399999999985	1577.95	934.6	2184.54	3031.78	3914.83	2861.43	5695.72	1858.67	2082.96	2305.66	6884.9	4179.57	6182.23	4557.14	7091.99	4004.34	3213.350000000001	2397.09	3410.16	2140.0600000000004	1553.72	1990.0	2521.56	3499.81	1541.57	2732.19	2653.37	2751.28	1863.18	2545.75	3236.51	2472.9	12119.0	5381.33	4221.0	9548.33	1826.33	6470.08	5253.67	2072.49	6941.5	5586.71	6050.99	3945.75	3139.94	2415.0	2440.0	2999.1599999999994	6208.34	7314.0	5397.34	5237.78	6059.33	1053.84	4594.0
RXN-13313	170.5	138.3	125.4	67.8	192.5	836.67	4067.94	3096.4	352.94	631.29	120.8	724.5400000000002	731.0	2854.12	1058.3	549.0	2242.34	4572.0	548.5	4106.0	859.01	1754.8	867.0	1871.16	2793.16	3068.5	1421.99	5098.41	812.0	558.12	486.0	1278.5	869.0	712.5	831.86	810.0	190.1	307.04	1853.17	2278.75	799.0	521.15	772.0	493.5	1227.9899999999998	795.82	1513.84	384.73	931.84	491.9	4.66	384.86	560.5	1308.73	1342.5	609.0	912.44	450.0	545.72	385.5	518.84	1780.4	1211.33	45.0	1689.46	548.3	127.6	424.6	623.4	1315.4	242.2	274.74	370.4	168.2	160.66	695.7	371.36	1110.54	585.8	638.6600000000002	193.1	297.64	279.56	359.5	220.9	209.5	249.5	740.67	315.7	196.1	105.86	280.0	230.0	257.8	468.75	1164.13	508.5	784.5	392.0	871.0	273.0	55.0	733.76	1167.0	256.5	465.0	1380.24	970.0	895.75	393.33	164.0	525.3299999999998	386.83	774.01	903.5	625.5	841.36	848.4	111.0	681.0
